0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
-0.11708668,0.003639996,0.46570334,-0.10388333,-0.7127733,0.59203345,-0.036106665,0.273942,-0.21616666,-0.101969995,0.04623333,0.24733667,0.10965666,0.16756867,-0.111546665,-0.07045332,-0.04183167,-0.027625337,-0.3294873,0.29826334,-0.16330366,0.0025299888,0.017310003,0.16101666,-0.15879999,0.63322,-0.28687868,-1.2093867,0.030846655,0.020276345,0.12718934,0.7442066,0.45598665,-0.19797802,-0.126297,0.4189043,-0.030913332,0.40604666,0.026240006,-0.30481333,-0.38811335,-0.043745,0.20111834,-0.69847673,-0.3182,0.008366997,-0.33642003,-0.36730334,0.048783343,-0.67066336,0.11930267,0.025935331,0.22048332,0.9017766,0.010971333,-2.01122,0.06468334,-0.09684666,1.1843001,0.23974667,0.25852334,1.07982,0.032813344,-0.109093316,0.89938664,0.104713,0.56056,0.025713345,0.13356,-0.050374668,-0.022783339,-0.03678002,0.19997036,0.08660665,-0.20950668,0.4418733,-0.47518668,-0.41895768,-0.60797,-0.06681699,0.036809992,0.07264,-0.32059,0.14392667,-1.5451733,-0.60473,0.140277,-0.06365666,-0.80376333,-0.30984867,0.25003868,-0.238985,0.62220335,0.23104334,-0.62212664,-0.31228065,-0.38125265,-0.57469666,0.428273,0.5531767
0.071292,0.100096,0.21896401,-0.2881516,0.09884,0.377598,0.2103018,0.3995862,-0.51091117,0.167184,-0.008724001,-0.16005239,0.010864599,-0.19392361,-0.0629204,0.14426999,0.030508,-0.1379946,0.070240006,0.340634,0.26551938,-0.2122988,-0.024272997,0.22492006,0.29898757,-0.20060082,-0.23930602,-0.265012,0.19092481,-0.1346392,-0.51153004,0.27394,-0.039818604,0.2088366,0.32000476,0.14905861,-0.09729721,0.38177198,-0.272412,-0.409836,-0.125112,0.038297795,0.20960578,0.135114,0.047790997,-0.18673,-0.06779001,-0.49198398,0.1519484,-0.5505828,-0.24603243,0.053850006,-0.1389906,0.49712878,-0.10368739,-2.1446438,-0.2123136,0.19618121,1.4472272,0.474537,-0.281734,0.5828106,-0.2007386,-0.19831999,0.27699798,-0.13048801,0.39790398,-0.186022,0.12527692,-0.32169682,-0.1401178,-0.15653801,-0.039356,0.016057998,0.105835006,0.08968159,-0.0161188,-0.220234,-0.38789,-0.39374003,0.454652,-0.0811148,-0.114224,-0.027935201,-1.130836,-0.072332,-0.0848396,0.101082005,-0.21775322,-0.331916,-0.2141838,-0.213698,-0.17856959,0.111046,-0.5156052,0.0862214,-0.287464,-0.27290076,0.65643597,0.33341002
0.05867054,0.14426984,0.28719768,-0.07298589,0.34317443,0.050712496,-0.19102752,0.11511583,-0.03869325,0.17960708,-0.062392127,-0.28482875,0.2956843,-0.12257209,0.15248334,0.045996424,0.20463426,0.12724608,-0.02533325,-0.069896325,-0.016218914,0.14726667,0.039333005,-0.22674781,0.2164229,0.08210918,0.16592716,-0.42215022,-0.047869816,-0.21677656,-0.12009216,0.32994226,-0.200085,-0.044691008,0.01403518,-0.03284326,-0.25117356,-0.2597147,-0.18272917,-0.21010709,-0.06540534,-0.18397294,-0.11882683,-0.09539292,-0.2731521,0.040215187,-0.072356164,-0.03199401,0.097755164,-0.40823424,0.016672837,-0.073978,-0.060972158,0.68520254,-0.16747089,-1.9679035,0.12839559,-0.12214016,1.0759178,0.20120376,0.045097917,0.90247494,-0.41079864,0.12490941,0.56706834,-0.06692051,0.38024816,0.27345076,-0.11131755,-0.24601866,0.13071649,-0.024370447,-0.13363884,-0.21447474,0.12050087,-0.07313225,-0.123609744,0.01987906,-0.556576,-0.044845406,0.23870242,0.112967916,-0.08539333,0.021951178,-0.99274164,0.18849249,0.15160592,-0.028415991,-0.19197273,-0.19549024,0.097958334,-0.2633086,-0.019673914,-0.20802249,-0.31700483,-0.038770743,-0.24097483,-0.23977144,0.60016376,0.015359898
0.16818473,0.15496302,0.13374428,0.20214714,-0.44023886,0.7208243,0.08858914,0.4187333,-0.20919858,-0.30732557,0.018111425,0.06403814,-0.09021657,0.43106428,0.3281158,-0.023719566,-0.010907148,0.019665573,-0.37232,-0.14696586,0.15098402,-0.24205086,-0.14421272,0.2933127,-0.197888,0.18921971,-0.107525006,-0.64522,-0.5372786,0.24223426,0.105406284,0.09868259,0.18267615,0.14105943,-0.13851473,0.2571457,-0.2598176,0.1560343,0.32996002,-0.2891343,-0.063321576,0.23953,-0.06828928,-0.60182,-0.025764283,0.12269586,-0.18678233,0.1362812,-0.20335713,-0.21113734,-0.08978814,-0.17811057,-0.06742014,0.70627433,0.16709873,-1.509217,-0.039395712,-0.060108133,0.9594186,0.20480256,0.06665571,0.3671287,0.28629044,-0.114081435,0.18738298,0.19884701,0.46161714,-0.44932184,0.07460042,-0.33272788,-0.35144287,-0.34901685,-0.00978543,0.15134059,0.005016625,0.22853729,0.028842857,-0.14077716,-0.5370809,0.15499571,0.17598686,0.03697372,-0.047537144,0.38623214,-1.3919786,0.12525429,0.36676598,0.15655029,-0.73664147,0.08385073,0.28145,-0.43443885,0.31305143,0.0033730012,0.025846422,0.25874844,0.079376,0.17398714,0.6070014,-0.00069571816
0.10180074,0.3105668,0.33000523,-0.4853198,-0.12977679,0.35379726,0.2286438,-0.20224759,-0.022397792,-0.10097836,-0.14740941,0.044639997,0.23879302,0.0622352,0.080104806,-0.18816355,0.43619698,0.097086,0.0029552013,0.17351201,0.1371598,0.006609994,-0.2721842,-0.1565434,0.44587797,0.118733406,0.043867394,-0.25488558,0.231668,-0.14339179,-0.1923368,0.5574442,0.31458002,0.087959215,0.231951,0.12258041,-0.19223198,0.512046,0.1755,-0.061986007,-0.19230141,-0.178204,0.2587586,-0.38764343,0.095014,-0.1021174,0.244384,-0.08729301,0.11083339,-0.62498796,0.19664599,-0.06854821,0.08898801,0.72922397,-0.036453396,-2.1952598,-0.01438601,0.39243838,1.243878,0.40422678,-0.16180362,0.9203421,-0.47532636,0.100293994,0.931372,-0.008423197,0.42621645,0.110882804,-0.09803199,-0.010290804,0.09553599,-0.024208805,-0.024607977,-0.38285762,0.11591101,0.41540998,0.09766396,-0.25961202,-0.48807964,0.056421,0.378494,-0.109634995,-0.552334,-0.0900992,-1.074538,-0.347616,-0.21120119,-0.243401,0.09922826,-0.0041258694,-0.1697127,-0.028697798,0.008785993,0.06929509,-0.39057797,-0.26211798,-0.71771,-0.2399648,0.18398519,-0.045862008
0.012308997,0.44442365,0.47426033,0.127815,-0.13375276,-0.019233493,0.22329502,-0.056205403,-0.089276165,-0.046639,0.28643164,-0.2280147,-0.13703518,0.25740835,0.08593142,0.09695333,0.31765667,0.20643668,-0.29645982,0.15483333,0.13782667,-0.028446311,-0.03856234,0.141384,0.18115233,0.019927472,0.29190665,-0.241955,0.14148334,-0.27736998,0.057266682,0.41073015,-0.06494016,-0.16031332,0.02054999,0.28676832,0.020302782,0.45323816,-0.20171267,-0.12463196,-0.27192333,-0.3053535,0.2958373,-0.40287003,-0.07858032,-0.2457859,0.13675617,-0.34912834,-0.29068086,-0.66319335,0.24587333,-0.008283536,0.09525778,1.0331651,-0.29265636,-2.2272666,0.075413324,-0.15570666,1.5090166,0.22985101,-0.21878634,0.34547794,-0.39317653,-0.15280917,0.8044117,-0.02102383,-0.006006345,0.6179895,0.07010367,-0.3081933,-0.08872666,-0.06188667,0.04558817,-0.05471072,0.43805,0.34798768,0.14695016,-0.26777968,-0.8868151,-0.042122155,0.4735795,-0.2318418,-0.54097503,-0.13212499,-1.097895,-0.18552034,-0.059526682,-0.080305,-0.016435066,-0.141386,-0.17447668,0.0607695,-0.058353335,0.030453242,-0.32136333,-0.21914332,-0.10635277,-0.44445834,0.32956666,0.054540176
-0.123503394,0.25399673,0.18360625,-0.20412922,0.09328511,0.12471361,-0.05251766,0.26432592,0.0273477,0.031904697,0.06436115,-0.08764429,0.13641192,0.21972772,0.07934447,0.053156916,0.17802133,0.18320087,-0.12663093,0.05575949,0.035531536,0.11356123,0.12763384,-0.0053079175,0.10041269,0.10881821,-0.094154626,-0.15129347,-0.09629691,-0.27090886,-0.19353294,0.18774857,0.078153454,0.06097931,0.07835763,0.30315244,-0.12815961,0.11040023,-0.36119696,-0.25246483,-0.03421153,-0.21135007,-0.0430043,-0.15920514,0.04322392,0.014322137,-0.18597546,-0.24212854,-0.09807193,-0.67221767,0.20505622,-0.043033466,0.18620032,0.5172135,-0.3580767,-1.3386636,-0.061084535,0.06804516,1.1098516,-0.029821936,0.032138985,0.57543474,-0.31408677,0.25483915,0.4102869,-0.24505793,0.17026114,-0.045218844,0.23522307,-0.34606344,-0.021108111,-0.08882785,-0.11584326,0.13644962,0.20316377,0.25011274,0.07348654,0.07568268,-0.39670655,0.10684069,0.20812577,0.027201919,-0.2256237,0.09623954,-0.7564444,-0.10752691,-0.037143774,0.02358415,-0.08983076,-0.16069692,-0.02025751,-0.12997946,0.11172479,-0.27439374,-0.233437,-0.19196256,-0.08791414,-0.051806845,0.45190066,0.06521647
-0.072962426,0.3820284,0.057037536,0.0016153397,0.039123926,0.45016214,-0.18248385,0.27527606,0.17003681,-0.0030096695,0.19217147,-0.19422425,0.10512674,0.1483601,0.2549506,0.09708314,-0.011872661,0.23055412,-0.31095257,-0.17934102,0.02235419,0.05649389,0.16557099,-0.4061814,0.4571409,-0.2584088,-0.21535067,-0.42193118,-0.16428664,-0.1755514,0.16405863,0.2967994,-0.035515256,0.18288653,0.43694276,0.26884177,-0.06266691,0.1759046,0.16745217,-0.15415615,0.010336602,-0.21570674,-0.063106604,-0.27331474,-0.039714057,0.15912093,-0.027992735,0.004081864,0.038128596,-0.28070992,-0.12343813,-0.0566781,-0.08242607,0.7233753,0.044534612,-1.6365497,0.1262656,0.010758051,1.4839967,0.06955854,-0.20622267,0.7162899,0.08368086,0.20019607,0.46393,-0.013885328,0.4709353,0.08358359,0.107525066,-0.18600866,-0.15375179,-0.04688887,0.3459002,-0.23781246,0.10535186,0.087538674,0.13583294,0.13255873,-0.23065275,-0.29571423,0.25796267,-0.11853373,-0.09117401,0.03406347,-0.936312,-0.04207373,0.07356322,-0.209465,-0.16015072,-0.05982367,0.120255,0.02135505,0.16188021,-0.20707092,-0.12342813,-0.044567607,-0.25434497,-0.25246775,0.6938627,0.018625593
-0.19850111,0.005871104,0.18515235,-0.16360232,0.20426245,0.040857784,0.061660547,0.34185886,-0.16456811,0.011479889,0.08265114,0.22904712,0.01586111,-0.014554696,-0.07630601,-0.068934426,0.06813556,-0.041914336,-0.45630223,0.35479224,0.24696591,-0.25783056,-0.13972834,0.17818832,-0.17614213,-0.06620078,-0.23683459,-0.28053445,-0.28177267,-0.15725978,-0.39092034,0.25029886,-0.159187,0.07528955,0.1874161,0.46668923,0.054191552,-0.103908986,-0.11056844,-0.38910857,-0.47907442,-0.04071622,0.5280015,-0.0835239,0.06460644,0.05434622,-0.03613911,-0.24654378,0.25569555,-0.45761144,-0.055251673,-0.16237848,0.21656644,0.7007911,-0.09095189,-2.055511,-0.072531104,-0.059585776,1.3157977,0.26642242,-0.35956565,0.71892303,-0.04881112,-0.47123665,0.58751667,-0.14255744,-0.15659754,0.39082667,-0.077793844,-0.48003995,-0.15205999,-0.39203545,-0.2010591,-0.4197819,-0.27409446,0.15671888,0.10098664,0.054929443,-0.74091923,-0.13924867,0.3683771,0.011578109,-0.056352224,-0.06920156,-0.9000051,-0.098580115,0.0015575555,-0.09720866,-0.2930242,-0.2078281,0.056897104,0.046884865,0.2565189,-0.14958112,-0.50089777,0.16292234,0.12406667,0.23453498,0.5696332,0.08498655
-0.14725529,-0.020082299,0.61287004,0.35202843,0.09574843,0.116328,-0.101380765,0.28012475,-0.03526143,0.24506162,-0.2994353,0.12513837,0.17837866,-0.2610284,0.011299299,-0.042634845,0.2516372,-0.27415785,-0.07617806,0.112634726,0.26136506,0.1664205,0.17878588,-0.11132736,-0.13153143,0.14760658,-0.005340144,-0.13576393,-0.29436275,-0.26289728,-0.24820928,-0.16790266,0.18705365,-0.16227052,0.3456584,0.04346636,0.26457524,0.142843,0.121944204,-0.10954714,-0.20626125,0.047485076,0.122106075,-0.20079108,0.15929215,0.14248426,0.0966395,0.19986442,0.21922442,-0.0783898,-0.31044334,0.02722913,0.13548215,0.48080555,0.15509991,-1.1489801,0.03668021,-0.047873277,0.5990941,0.10096481,0.21497865,0.43509284,-0.12378205,-0.22637479,0.26431715,0.16392541,0.33655176,-0.30047444,0.2786701,-0.07683108,0.024665073,-0.112752214,0.16676335,-0.23617451,0.10888614,-0.15207215,0.14269328,0.02896957,-0.17388864,0.15116158,0.109712936,0.1978637,-0.15991221,0.06545157,-0.13957156,0.112130776,-0.11238299,-0.03983928,0.08041943,0.057226,0.062189646,-0.019488636,0.065562926,0.21164186,-0.20079741,0.21319763,-0.36264563,-0.31093314,0.09642657,0.154467
