timedelta,category,subcategory1,n_tokens_title,title_polarity,title_subjectivity,n_tokens_preview,preview_polarity,preview_subjectivity,n_tokens_content,content_polarity,content_subjectivity,prop_non_stop,prop_unique_non_stop,author,day_of_week,month,num_imgs,num_hrefs,num_tags,author_category,n_tokens_cross,polarity_cross,subjectivity_cross,title_cross,preview_cross,content_cross,prop_cross,0,1,2,3,4,0,1,2,3,4,0,1,2,3,4
829,Things To Do,Events,19,0.375,0.75,23,0.0,0.0,1257,0.2199790457769181,0.44416774124220926,1.088282504012841,0.3484573502722323,Kezia Tan,5,12,18,7,3,More than 200 posts,549309,0.0,0.0,5.34375,0.0,122.81844802537127,0.3792200376959446,7.6597486,2.5535038,7.302534,5.7536488,4.025427,5.6882744,1.0368408,5.0476837,5.0329223,5.6643286,7.0380635,3.20484,2.9025753,5.623164,4.84197
1198,Local,Businesses,14,0.5,1.0,23,0.0,0.0,1399,0.19819032158317865,0.5104955163883736,1.1029731689630167,0.3609341825902335,Farzana Fattah,0,12,27,54,3,100 to 200 posts,450478,0.0,0.0,7.0,0.0,141.54420351313587,0.39810071915862594,4.607201,0.85487187,6.58481,5.162566,4.112773,3.883328,0.56591624,4.895227,4.6941905,5.4798656,3.918068,2.1711483,2.8644052,5.46676,5.5799675
235,Things To Do,Beauty & Wellness,15,0.5,0.9,9,0.0,0.0,599,0.15271164021164021,0.4561411839189617,1.0137221269296741,0.3588850174216028,Samantha Nguyen,4,7,7,1,3,100 to 200 posts,80865,0.0,0.0,6.75,0.0,41.72518295024211,0.36380968318382034,11.093175,2.523928,8.4092245,6.5914545,4.7877016,11.42523,3.8998644,4.8159733,6.510735,6.5949774,11.140385,2.9070659,2.5339627,7.0061455,4.4210763
997,Local,Perspectives,21,-0.2916666666666667,0.5416666666666666,28,-0.15,0.45,2147,0.07526463262764635,0.42127619336523453,0.9986091794158554,0.26854219948849106,Billy Tran,5,6,14,6,6,50 to 100 posts,1262436,0.003292827677459528,0.10268607213277592,-3.317708333333333,-1.8900000000000001,68.0753539522913,0.268168705469731,6.9262447,1.7220061,6.7094393,5.877808,4.6121635,8.263642,2.0892735,4.910523,5.3881874,6.0323133,11.427177,3.1182258,2.607112,6.862699,5.120521
327,Local,Heritage,15,-0.4,0.7,19,-0.35000000000000003,0.5499999999999999,1733,0.0011151254760277285,0.36305544705920656,1.1887784921098772,0.32909379968203495,Sheri Goh,3,4,18,38,2,Less than 50 posts,493905,0.000156117566643882,0.13977634711779452,-4.199999999999999,-3.6574999999999998,0.7016091714662775,0.3912196309487195,11.119959,3.6081698,8.536703,6.6910567,5.205077,11.62558,3.604081,4.2166185,5.452566,5.559675,5.713012,2.1150508,2.4391325,5.6518793,6.1164227
217,Things To Do,Activities,15,0.4,0.8,13,0.5,0.5,1061,0.20003260628260636,0.5493888056388054,1.0524809160305344,0.3147751605995717,Faith Leong,1,8,13,8,2,Less than 50 posts,206895,0.04000652125652127,0.2197555222555222,4.800000000000001,3.25,116.59931080833805,0.33129484937149584,11.160549,2.9376574,8.6383915,6.949428,5.472594,10.418426,3.7683232,3.0441978,5.315477,5.556379,6.6613326,2.468002,2.625203,6.4370003,5.626517
841,Adulting,Wedding,18,0.0,0.1,24,0.2,0.39999999999999997,2131,0.16839947836842237,0.4740606839675163,1.0009350163627864,0.27137042062415195,Rachel Yohannan,0,11,27,0,8,50 to 100 posts,920592,0.0,0.018962427358700653,0.0,1.9200000000000002,170.12107970847362,0.27162415640781173,7.1930733,1.1968094,7.2245336,6.149909,3.9178798,10.863239,4.4378715,5.1731224,5.882997,7.3961806,10.13123,2.9062624,2.4876692,6.841018,5.36207
710,Local,Businesses,18,0.19318181818181818,0.3939393939393939,20,0.0,0.0,924,0.24499786829332287,0.48992823254186885,1.1906873614190687,0.35802469135802467,Justin Oh,5,4,16,3,5,50 to 100 posts,332640,0.0,0.0,1.3698347107438016,0.0,110.90898827267327,0.4262954750759628,11.159943,2.6357493,8.451707,6.7008076,4.8730063,10.99561,4.4119678,5.096339,5.993455,7.3368073,9.879262,3.4091403,2.4992998,6.438103,5.0198493
118,Things To Do,Events,18,-0.23846153846153847,0.33461538461538465,31,0.0,0.0,814,0.11527425826206314,0.48512828634779853,1.1177215189873417,0.4067796610169492,Nur Hidaya,2,11,10,9,0,Less than 50 posts,454212,-0.0,0.0,-1.4362721893491126,0.0,45.52116194374023,0.4546663806050204,10.851878,2.2296035,8.293284,6.1178184,5.7396636,11.132121,3.147358,3.966177,5.508193,4.748322,1.9743942,2.1917322,3.0748658,5.8363886,5.7587967
1212,Things To Do,Events,18,0.225,0.45,17,0.025,0.35,862,0.1450825216450217,0.38989955357142875,1.0499405469678953,0.38992042440318303,Renae Cheng,0,11,14,3,3,More than 200 posts,263772,0.0008160891842532471,0.06140917968750003,1.8225,0.14875,48.76128018239437,0.4093932636718319,9.642028,2.8212705,7.8086557,6.430529,5.9280977,8.308496,2.2167215,4.504084,4.9816947,5.3300242,1.951791,1.5355498,2.745977,5.4735203,5.7195096
555,Adulting,Home,17,0.17833333333333334,0.4633333333333333,22,-0.03333333333333333,0.0,1240,0.09029894179894178,0.4623276643990928,1.1903199343724364,0.3406813627254509,Renae Cheng,6,9,11,29,2,More than 200 posts,463760,-0.0005367770429159318,0.0,1.404672222222222,-0.0,51.767146585921815,0.40551981732127096,7.960837,2.5151398,7.227149,6.327379,5.0440516,6.9950347,1.9009715,4.153859,4.888835,5.171446,11.107201,3.05597,2.3757539,6.9908724,4.4656715
1142,Things To Do,Activities,19,0.2681818181818182,0.5772727272727273,22,0.25,0.3333333333333333,2033,0.13080660835762878,0.5065624190624192,1.133629191321499,0.33170731707317075,Rachel Yohannan,0,2,25,0,1,50 to 100 posts,849794,0.008769988514886475,0.09747488972867763,2.9414669421487605,1.8333333333333333,134.71006041262848,0.37603309760908266,2.663745,0.50791585,5.981003,4.7479134,3.8324258,11.608052,3.7179918,4.613558,6.1155996,6.692951,2.8292377,1.9090583,2.8681145,5.397444,5.6302977
1229,Local,Hacks,16,0.0,0.0,17,1.0,0.3,1285,0.07012762028891062,0.485162609194867,1.0520186335403727,0.29292929292929293,Syuhada Suri,4,11,9,9,2,50 to 100 posts,349520,0.0,0.0,0.0,5.1,43.71993951825328,0.30816707447142233,12.544453,4.8575916,8.350504,5.090092,5.798952,11.552659,3.820443,6.496613,5.241708,7.294183,9.884757,3.2307754,2.6495786,6.143627,4.6048565
627,Things To Do,Attractions,18,0.0,0.0,26,-0.4,0.6,676,0.138197337253941,0.4603099730458221,1.0919003115264798,0.40514469453376206,Kezia Tan,4,7,7,19,3,More than 200 posts,316368,-0.0,0.0,0.0,-6.24,43.00280210838339,0.4423776181747153,11.740633,3.0294142,8.4474325,5.53286,5.3237915,10.471287,3.8691332,4.176387,5.376772,6.9143124,5.031744,2.2948787,2.7444973,5.8826003,5.650381
