timedelta,n_tokens_title,n_tokens_preview,preview_subjectivity,n_tokens_content,prop_non_stop,prop_unique_non_stop,num_imgs,num_hrefs,n_tokens_cross,subjectivity_cross,content_cross,subcategory1_Attractions,subcategory1_Australia,subcategory1_Beauty & Wellness,subcategory1_Food Guides,subcategory1_Malaysia,subcategory1_Sales & Promotions,author_category_100 to 200 posts,author_category_More than 200 posts,0,1,2,3,4,0,1,2,3,4,0,1,2,3,4
228,16,18,0.4666666666666667,1636,1.0401704199634814,0.3015151515151515,10,24,471168,0.04144133504071448,102.38194919475943,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.3294115,3.8420627,8.16945,5.198041,4.2225018,10.423674,3.8899941,7.33059,4.613753,4.251221,7.3332043,2.2621467,1.8033234,5.9395742,4.8177543
1216,15,27,0.1,1199,1.153061224489796,0.3606870229007634,17,42,485595,0.005297428378073542,108.78484449561265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4014964,2.7042522,7.1039815,6.156941,4.7273827,7.042867,1.9662327,4.7898755,5.7230573,5.3338866,5.0591245,1.2060436,1.679365,5.6675506,5.1623316
911,14,26,0.6666666666666666,2019,1.0863168219715547,0.30818619582664525,10,9,734916,0.10065414483177637,107.22167496043724,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.160147,4.5614963,8.109172,4.1914473,4.737036,11.213468,4.9584084,7.166018,4.5334864,4.6127267,6.5055046,2.5148575,1.5677617,6.5936294,5.6304097
32,18,9,0.2,1455,1.1290545203588682,0.37831858407079644,20,73,235710,0.04088443879352971,150.7911972194238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.534232,1.9417522,6.8683696,6.0073233,4.9860845,11.365365,4.457214,5.51878,6.6848807,5.5156426,3.606977,0.6851619,1.732322,5.496578,4.866718
995,16,21,0.4,1154,1.1312335958005248,0.3148558758314856,11,9,387744,0.0,102.99678906101171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.164254,5.0620575,7.9251227,4.2491093,5.4882994,11.892783,4.6580763,6.7436304,3.9702055,5.089389,11.849475,4.453027,1.7976062,6.335588,5.9646263
683,15,11,0.8,926,1.0501113585746102,0.3739130434782609,9,38,152790,0.0,71.17167971336137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.050823,4.1736417,7.572284,5.1317286,5.7576237,10.390565,5.1735682,6.4030867,4.543656,4.991317,7.5320063,2.7498522,2.0025787,6.1470723,4.966772
676,15,20,0.7181818181818181,1069,1.0873320537428024,0.32719836400818,14,3,320700,0.11401336267038743,32.962071121831855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.243082,5.0177665,7.5955577,4.9661274,6.7051287,10.510987,4.345333,5.3221297,6.3461967,5.645325,6.5083833,2.4016778,1.3822633,6.4823303,5.8167725
1099,18,25,0.31666666666666665,944,1.235613463626493,0.4103139013452915,15,3,424800,0.11610294312169316,93.39502428355894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.839677,4.2665024,7.7527676,4.347953,5.2697697,2.8611147,-0.14223859,4.334572,4.326105,5.7736926,0.58178055,-0.5950166,1.6399935,4.8539653,4.798352
473,13,31,0.4666666666666666,875,1.1109799291617473,0.34782608695652173,5,13,352625,0.02862578821482932,44.438595197884005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.244245,4.170474,7.7577,4.349599,5.4904814,10.388299,4.837455,6.9134483,4.144367,4.5007305,7.9838386,2.46671,1.4198862,6.1747537,4.809648
17,19,14,0.0,618,1.0367278797996662,0.3611111111111111,5,5,164388,0.0,14.533641581632654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0746155,3.2528267,7.339335,6.1443133,4.9094043,6.3307223,1.5065373,4.6359286,5.486168,5.6769576,8.0285,3.3641715,1.6826831,6.8031898,5.7030315
530,19,16,0.1,1518,1.1455989410986103,0.32947976878612717,10,26,461472,0.02083871493803001,83.43583712247708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.376802,4.335301,7.2921305,5.8614116,6.576124,4.2391667,0.6341727,4.3840117,4.957502,5.6593113,6.1774287,2.1920977,2.2367837,6.118756,4.5664134
603,12,31,0.9,1060,1.0265906932573599,0.31990521327014215,8,5,394320,0.0,81.8703285214322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.650293,4.4850597,8.091513,4.844816,5.0346956,11.576417,4.3840847,6.8650064,5.4085655,4.1507163,8.91075,3.3466084,1.8813499,6.5392675,5.9356155
15,14,14,0.3,4807,1.1707165109034268,0.35236768802228413,46,96,942172,0.035864771766694815,263.66549719844414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.41355,3.7837532,7.608238,4.582517,4.7623196,10.001735,3.6106234,5.288425,6.5942903,5.319123,-0.6479811,-0.64105254,2.1017861,4.715138,4.250696
539,17,23,0.27142857142857146,481,1.1475770925110131,0.42616033755274263,2,11,188071,0.0,21.80356085672777,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.55629,4.738703,7.5721717,4.968841,6.6874785,9.92892,4.8540893,6.58127,4.4421344,4.9575534,3.2886534,0.3375103,1.6639246,5.2770963,4.340356
771,17,30,0.1,2356,1.1354784081287046,0.2630937880633374,14,12,1201560,0.0,258.4848139986656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.062768,5.230188,8.43375,4.9365892,5.1482596,11.015944,4.4607973,5.620964,4.138375,4.8753934,11.590715,4.243777,1.7427126,6.341872,5.857573
368,15,26,0.27777777777777773,2642,1.1636294608959756,0.32847424684159376,29,68,1030380,0.05644165315891209,174.86225203553084,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.1585073,0.913822,6.3589506,4.611013,3.5940356,3.7057765,0.11264898,4.627919,4.039185,5.7388883,1.5913728,-0.31022552,1.6023083,4.988339,4.530273
300,17,20,0.4696969696969697,2240,1.1151785714285714,0.32036613272311215,26,30,761600,0.09304385006099117,155.6406635188874,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.5067635,1.2460412,6.5936265,4.949267,3.7473333,10.0011,3.8189044,4.979386,6.6381507,5.533641,0.64302814,-0.35722443,1.9455409,4.928169,4.130931
273,16,21,0.5399999999999999,1993,1.11010101010101,0.3281853281853282,22,27,669648,0.2310159022795386,195.21037770193394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9759836,3.5965192,7.099667,5.989794,5.890948,6.938452,2.5089304,5.45616,4.476674,5.612945,2.567754,0.6058382,1.691244,5.7186575,5.172712
971,15,26,0.0,1442,1.0611961057023644,0.2975778546712803,9,2,562380,0.0,69.17355305100608,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.689397,4.8573,8.339559,4.3535237,4.6580596,10.172103,4.666178,6.694467,4.75764,4.6377034,9.242587,3.8270905,1.8291714,6.566942,5.8391385
838,14,31,0.19999999999999998,1257,1.1831442463533226,0.3588709677419355,11,15,545538,0.0,47.81363489009186,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.6605854,2.3902192,6.940082,4.6802835,4.270696,5.870757,1.0844096,5.37911,3.9297957,5.725219,3.9493604,1.1632522,1.2114125,6.3660817,5.016288
275,15,22,0.0,1398,1.1269035532994924,0.3490909090909091,15,28,461340,0.0,246.23979649978102,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.784576,2.6290205,6.8511424,5.7735257,5.313059,11.849115,4.643038,6.787062,3.915935,5.0703974,4.7360134,0.91375446,1.7094499,5.533572,4.1385517
320,16,28,0.0,1584,1.1765079365079365,0.4351535836177474,13,34,709632,0.0,87.84229984983277,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.2675095,1.4790574,6.687441,5.4483786,4.175532,5.1683903,0.9947443,5.0963497,3.8720634,5.7534704,-1.4583962,-0.5397786,2.3116133,4.837713,4.1788197
510,16,31,0.4,919,1.1798882681564247,0.3680203045685279,8,4,455824,0.0,83.77638795649837,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5399814,2.6890326,6.886951,5.183691,5.1522474,7.985831,2.396146,5.3977547,4.4157925,5.3346677,8.802782,3.8084388,1.5863824,6.666076,5.9770994
546,10,23,0.3666666666666667,587,1.1059245960502693,0.3711340206185567,7,15,135010,0.0,50.44976919339167,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,11.147406,5.563282,8.366388,5.731648,5.4486785,10.627338,3.4541929,6.601454,6.3083444,4.7367735,3.0886297,0.92471385,1.6401236,6.100932,4.8684273
1314,18,24,0.6428571428571429,1132,0.9609236234458259,0.34068627450980393,6,7,489024,0.0,82.56609660546846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.535709,4.5335665,8.116623,4.3564134,4.96158,11.381268,4.3102365,5.156537,5.3407316,5.166839,8.758783,3.4572263,1.7522894,6.6549664,6.067318
270,15,22,0.5357142857142857,678,1.0487062404870624,0.38271604938271603,5,10,223740,0.06405799932585647,27.311224020882563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.197782,2.0408247,6.7609878,4.9017725,4.290236,10.508083,3.1456232,6.037982,5.0964527,4.3639913,2.8054726,0.042562146,1.3912536,5.212254,4.6762943
309,13,17,0.3,537,1.10337972166998,0.376425855513308,5,17,118677,0.03367477907767165,53.85821954904477,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.6353726,3.4937453,7.183835,5.554162,5.091571,3.6887896,0.1300363,4.52376,4.3537474,5.826669,9.546895,3.8847055,1.6239762,6.522224,5.3385777
301,15,15,0.6,545,1.1793893129770991,0.4229390681003584,8,1,122625,0.1015244982290437,19.301025810194947,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.712843,4.6113653,7.707456,5.8252506,6.6945877,3.1220663,-0.065546736,4.351871,4.394109,5.7799587,5.7652698,1.5417253,1.4622215,6.0337276,5.1516356
1001,18,13,0.37727272727272726,806,1.034263959390863,0.40425531914893614,5,17,188604,0.0,134.66116810956305,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.8415701,1.0821455,6.335565,5.305435,4.186238,11.440895,5.2234383,5.8837557,5.1575956,5.1126933,0.09810674,-0.02248327,2.0095344,5.530323,4.5632877
602,16,24,0.0,1206,1.2734970364098221,0.5483234714003945,8,17,463104,0.0,-3.0510972179978717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6261635,2.7181547,6.7773848,5.4455295,5.4504213,7.0901184,2.3116858,5.6292763,4.486647,5.5858445,-3.0843203,-0.5151904,2.4873023,4.873776,4.259184
972,13,25,0.65,1510,1.0345744680851063,0.37575757575757573,7,25,490750,0.09377776722391085,202.74268220593248,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.266997,5.463753,8.195116,5.2311835,5.65836,11.42321,4.9289346,6.958923,3.9899473,4.9300466,4.1343713,0.9348884,1.4086307,5.7384725,5.39138
839,13,31,0.325,1308,1.0638953040800616,0.31273408239700373,22,26,527124,0.06173747065538108,25.081380980058576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.62902,1.5758098,6.5564294,5.381867,4.692353,10.834469,3.8385937,5.7506332,6.5055146,4.581367,9.75617,4.006806,2.4578862,6.261975,5.025184
780,16,21,0.0,714,1.1278735632183907,0.375,4,13,239904,0.0,66.10658104097907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.319938,4.0634475,7.5186653,6.753341,6.3161097,10.875793,4.886809,5.819118,5.244354,4.498131,4.8152356,1.896536,1.4346602,6.707744,5.348789
1219,16,19,0.2,1187,1.1836206896551724,0.3285968028419183,16,14,360848,0.015318418447191081,153.42941850713976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.29714,4.737599,7.9459414,6.9901357,6.1560636,9.398375,4.044317,5.8388467,5.5089045,3.795683,4.887298,1.6409653,1.9309527,6.0412946,5.390547
858,17,9,0.5,1828,1.1849201981287838,0.3436960276338515,11,34,279684,0.2178566170671434,150.4204737159508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2456336,2.4173183,6.8404684,6.551239,5.5276246,11.0600605,5.363375,6.958219,5.412643,5.5689254,4.6334805,1.5126363,1.8117878,6.2345157,4.879041
650,18,24,0.4666666666666667,1668,1.1218335343787695,0.35804701627486435,13,29,720576,0.11357284970921336,195.31922610067906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.489249,3.8456695,7.9020762,5.8185997,5.6899095,5.8541827,1.4369565,4.7222514,5.4330983,5.4427557,7.8828235,2.6399403,2.1156583,6.229041,4.908863
844,9,21,0.0,761,1.2105263157894737,0.3696808510638298,7,9,143829,0.0,60.433769453743004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.963301,4.6764216,8.368755,4.893099,4.417463,10.897802,4.464659,5.650381,5.5967703,3.8384023,8.131973,3.698674,1.8475829,6.68541,5.8697834
470,12,31,0.2,1210,1.0109243697478991,0.3326133909287257,6,10,450120,0.02075949367088608,52.46370773914439,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.091135,4.7190976,7.779495,4.4060054,5.6599045,11.756861,4.5079145,6.8463545,4.818428,4.394759,9.2611,3.5985844,1.7731365,6.4225492,5.569272
1023,13,25,0.325,1469,1.0902825637491385,0.3090277777777778,21,55,477425,0.0,85.79329599955284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.375933,2.8930957,7.255927,4.9671884,4.6410317,10.05457,4.369996,6.3232484,4.4958954,5.391857,7.793613,3.1054254,1.6046427,6.6027083,5.224359
101,16,6,0.0,716,1.0636758321273516,0.4325153374233129,5,12,68736,0.0,66.04959783473271,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.993513,4.048246,7.6245923,4.2757573,5.0553412,9.554849,3.54235,6.580729,6.198419,4.710049,-2.9468117,-0.48324707,2.4960082,4.9116044,4.23268
942,15,20,0.3,460,1.134570765661253,0.4268292682926829,3,8,138000,0.0,38.12391975308641,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.764207,4.0374856,7.6459165,5.8155475,6.0511775,10.661296,3.3601136,6.3739724,6.2932763,4.6663957,6.2098656,1.478104,1.7035987,5.736253,4.3599157
391,14,18,0.55,1386,1.1537345902828136,0.3387387387387387,27,18,349272,0.2387293784555021,70.62134415710801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5953603,3.2908492,7.5599823,5.3771787,4.159206,10.563048,4.215034,6.1119514,5.128737,3.631463,5.361748,0.9549937,1.4172382,5.496528,4.7982883
1040,16,29,0.0,399,1.037940379403794,0.4387755102040816,5,3,185136,0.0,42.70582410539898,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,10.80029,3.9317195,7.3348,5.500941,6.6443806,6.706477,1.9581586,5.486118,4.478208,5.442216,4.2613616,0.9258676,1.7871588,5.5370016,4.8067837
1105,17,23,0.7714285714285715,1405,1.0978571428571429,0.37657657657657656,12,7,549355,0.24309726083567398,133.23072164752477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4797773,2.0784264,6.8006887,4.9858947,4.3750005,3.0891154,-0.15940797,4.510008,4.091039,5.825531,1.3226736,0.13161004,1.6712812,5.595789,4.957625
1243,14,18,0.0,1287,1.1518987341772151,0.4509433962264151,10,21,324324,0.0,100.97089543940585,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.7675306,0.8697129,6.0881095,5.6121497,3.9565444,7.098984,1.9478035,5.3114634,5.553957,5.1060667,-2.5335705,-0.5209153,2.441865,4.892156,4.209699
60,17,4,0.45454545454545453,1591,1.137081490840177,0.34375,20,53,108188,0.09202020039666305,93.73143620029269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.947064,2.3800845,7.3108125,5.483829,4.1137524,8.802969,3.3471894,5.5805435,6.530753,5.000998,4.706511,0.97843117,1.7936037,5.488662,4.537574
844,13,25,0.0,1408,1.0658554044380817,0.3083778966131907,12,28,457600,0.0,56.92045470363795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.002591,1.9736233,6.818883,6.0113416,4.592489,5.8159595,1.3827022,4.740674,5.370341,5.440808,8.53211,2.9282656,2.2899883,6.044774,4.504864
648,16,21,0.0,1482,1.2185792349726776,0.30017761989342806,12,13,497952,0.0,170.27696946367877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.771254,3.817186,7.536057,5.2696595,5.4046593,11.385515,4.87033,7.5327873,3.5860257,4.6138463,12.146331,4.578332,1.9061292,6.313847,5.996281
97,18,25,0.5444444444444444,2735,1.2106227106227105,0.3438967136150235,20,34,1230750,0.25825493973395547,198.53463935510814,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.720875,4.25772,7.4358816,5.0309467,6.3022575,7.4877353,2.1451004,5.569144,4.564436,5.6806564,5.1564417,1.7972529,1.689601,6.1376195,5.775832
255,16,23,0.55,1754,1.1820809248554913,0.3333333333333333,18,43,645472,0.11356937025325455,146.97107988144734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.036311,1.2155076,6.5220942,5.2785697,3.7901974,4.4098945,0.738096,4.4362187,4.702713,5.7631927,1.2069771,0.33102632,1.7500296,5.9104104,4.7111993
169,15,6,0.8,646,1.1954397394136809,0.37857142857142856,8,10,58140,0.1416689693285438,53.62145549892455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.61258,5.1185646,8.300029,5.0751724,4.822194,10.14477,4.173711,5.4374027,7.4556417,4.806429,5.5849123,1.5953878,1.6834563,5.9468994,4.823043
977,16,23,0.2619047619047619,748,1.103542234332425,0.3609271523178808,5,10,275264,0.0,73.26690393448634,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.341389,2.9117997,7.1447783,6.1306353,4.9667025,11.390045,4.461729,7.228508,3.611125,4.8256216,0.08858478,0.15924188,1.979151,5.8086877,4.691103
493,19,13,0.0,589,1.091710758377425,0.375,3,3,145483,0.0,22.131797430083143,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.491604,4.816993,8.376943,4.697106,4.68694,11.414237,3.9704676,7.487392,5.058929,4.81673,9.589102,3.5854824,1.5483519,6.4975405,5.976074
553,15,8,1.0,685,1.0181268882175227,0.3927392739273927,11,9,82200,0.0,86.76217745572225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.036954,4.0297074,8.083029,6.9476857,5.588033,11.242635,5.133528,6.9165254,3.9744067,5.2132325,8.735506,3.1706574,2.2810092,6.011802,4.6910105
610,14,23,0.0,899,1.160633484162896,0.37697516930022573,9,3,289478,0.0,88.31278532567299,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.5657244,2.3681588,7.1570516,5.4292235,4.539895,7.3712664,1.7608148,5.417186,4.568053,5.7592597,2.0873942,0.2622975,1.6279814,5.5626593,4.8374195
431,17,19,0.1,997,1.0924024640657084,0.37777777777777777,7,15,322031,0.03451774891774892,81.75785486709326,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.010161,3.0034177,7.30313,5.8136306,4.7311416,6.4074974,2.2132902,5.3892407,4.466897,5.400218,0.35207045,0.16374725,1.9536179,5.7663174,4.631838
530,14,20,0.3,593,1.0795053003533568,0.38380281690140844,4,12,166040,0.025967448350260852,57.37209956801609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.195768,3.427001,6.934672,4.924949,5.859769,9.169268,4.1966186,5.6322045,6.2066894,4.454028,8.563242,3.1649091,1.4284931,6.387373,5.296922
889,13,23,0.5681818181818182,1188,1.0942587832047985,0.35247524752475246,16,25,355212,0.22531529569981876,78.65902226443532,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.21591,4.5879636,8.3894825,5.5444865,5.104753,10.996902,4.0797033,6.781842,3.879978,5.0490255,7.3225102,2.1237235,1.7448653,5.8814807,4.78273
1146,14,22,0.43333333333333335,1268,1.0471246006389776,0.3170731707317073,13,12,390544,0.016547450185748054,32.68498633194033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.437189,4.3540025,7.859329,7.1878066,6.243037,8.82803,3.367112,5.6448507,6.391116,4.9838758,8.924876,2.8437588,1.5840902,6.1342554,4.774058
202,17,11,0.45,2135,1.0564102564102564,0.34328358208955223,13,28,399245,0.07832287876732323,70.40480796554888,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.7206535,1.6585242,6.564399,5.513502,4.006885,9.72609,3.1862204,5.9850283,6.461026,4.0356045,3.5582337,0.47473082,1.5182366,5.426837,4.715139
308,14,26,0.2,878,1.0623529411764705,0.40852130325814534,6,17,319592,0.0,47.213887903957826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6825,4.61275,8.135609,6.4502263,5.8271017,4.5767875,0.8223849,4.790807,4.5976186,5.64203,3.3986495,0.3155571,1.714376,5.2212634,4.073145
1155,17,31,0.3375,1183,1.1877133105802047,0.32786885245901637,16,3,623441,0.02719824698429665,56.627170301426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1258745,4.4789834,7.7097774,6.415433,6.1217165,8.969589,3.5996468,5.7485037,6.0517254,5.1073256,12.079428,4.615811,1.8511224,6.3849277,6.0509295
483,15,31,0.51,898,1.031710079275198,0.3368146214099217,9,6,417570,0.0965963424518744,47.48629554551309,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.356145,2.7060184,6.817497,6.46972,5.74622,10.925312,4.7764845,5.3524156,6.5419865,5.637685,7.2771645,2.6497023,2.255088,6.2084327,4.9319897
570,15,25,0.0,1009,1.0505050505050506,0.33589743589743587,8,18,378375,0.0,27.418410013610256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.26146,3.7130868,7.491819,4.56387,4.907243,10.775675,4.4851356,5.2263584,6.3842745,5.702858,11.064431,3.4080849,2.0387924,5.8866653,4.5619783
242,12,9,0.55,816,1.0360696517412935,0.35537190082644626,7,5,88128,0.12553672316384185,49.21280457548773,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.299803,5.472313,8.047542,6.046381,6.434605,11.0498705,4.186077,5.3612394,6.714581,4.74061,10.280858,3.6520844,2.3536243,6.1345434,5.52137
291,16,22,0.9,2309,0.9582436504520018,0.2526178010471204,9,8,812768,0.0,84.34764132989876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.60347,4.1265197,8.02701,4.7006416,5.1688046,10.808382,4.9555154,5.578448,6.638238,5.051676,12.055561,4.880797,2.3247366,6.3063264,5.7595634
516,18,30,0.5209090909090909,961,1.1536016949152543,0.3287981859410431,17,9,518940,0.13469035006262586,63.004425845326125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.170114,4.3876777,7.752713,7.1864405,6.4097533,6.8387036,2.4652722,5.5720053,4.9017267,5.4236665,7.7443876,2.6821828,1.8157933,6.3824377,4.575326
188,17,24,0.0,2280,1.2380952380952381,0.36024844720496896,19,55,930240,0.0,155.9478341423161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.8039646,2.9405231,6.956174,6.071874,5.772277,9.381147,3.8151064,5.380574,6.9114447,4.173764,0.88126564,-0.48132825,1.6166625,4.9365826,4.774202
489,15,19,0.375,622,1.0884808013355594,0.38666666666666666,8,19,177270,0.04073057560790273,45.417361491828764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.686727,4.2469754,7.7317734,5.894568,6.50598,10.860541,4.7188525,5.8353047,6.8316154,5.6957273,6.0385437,1.4407979,1.7140242,5.7199883,4.312018
140,20,6,0.5750000000000001,2018,1.1338271604938273,0.3089005235602094,24,18,242160,0.06748211580086581,118.67869933466024,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.810534,2.847354,6.9570074,5.4669113,5.6089373,11.117688,3.7514334,5.083311,5.44293,5.5384455,3.1980865,0.23808186,1.4260269,5.323881,4.6128716
220,15,16,0.0,1793,1.1224832214765101,0.34992458521870284,14,42,430320,0.0,145.69775183944674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.319151,1.1299754,6.384086,4.8961253,3.8872604,10.699248,4.690453,5.6929736,6.904218,4.6871967,3.9434175,0.6534903,1.7275608,5.4672155,4.167235
329,17,18,0.5444444444444444,1133,1.1716082659478886,0.31477927063339733,11,15,346698,0.1998824874256973,40.0702294973329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.843074,3.9972644,8.052589,6.6715693,5.503577,11.201894,5.0814457,6.5854597,5.0848074,5.1691713,7.421749,2.6100643,1.7604969,5.928167,4.7546186
567,15,9,0.0,1318,1.1487414187643021,0.3081510934393638,8,17,177930,0.0,72.12919021955521,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.06514,4.1604767,8.087863,6.929481,5.277962,11.867367,4.826891,6.500229,4.8436337,4.524435,9.366401,3.3885548,1.814102,6.294973,5.191451
276,17,18,0.30000000000000004,1636,1.116421568627451,0.3024390243902439,20,21,500616,0.01456472659853807,57.04647671410522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.023955,4.833203,7.4963827,5.682339,7.0126715,11.726346,5.053492,7.1666617,4.619037,5.088792,10.124384,3.5867949,1.9540243,6.0958323,4.4648623
14,18,10,0.0,1814,1.1153203342618385,0.31629834254143646,24,18,326520,0.0,134.67525980201364,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.739504,4.154997,7.632595,6.0285864,6.014548,6.427698,1.5425402,4.8716345,4.884712,5.637537,2.9826496,0.039308358,1.5325017,5.080395,4.404517
505,18,26,0.0,2007,1.2245720040281973,0.34658385093167704,17,44,939276,0.0,86.18259667885603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7877645,0.5117158,6.0337386,4.9041076,3.6073954,10.289984,4.798304,6.741393,5.3546343,5.2739024,0.41122484,0.11608914,1.8730227,5.756595,4.750131
973,12,31,0.5402777777777777,1310,1.110091743119266,0.3238095238095238,10,26,487320,0.0,91.02739448801645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.976408,5.0372896,8.287538,4.5298085,5.135799,10.405255,4.417685,5.810521,5.0118,4.5779257,11.735988,4.206001,1.7796769,6.2865553,5.845836
0,17,17,0.55,813,1.06625,0.32967032967032966,8,10,234957,0.1892575354609929,106.97028779690864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3317807,0.9363189,6.5629077,5.1789327,3.784761,9.658525,3.9600868,5.4017158,7.242727,5.2553797,6.385619,1.8438485,1.6660259,5.804831,4.3485527
1155,16,24,0.8,2401,1.024390243902439,0.3001345895020188,49,70,921984,0.1615772131250392,237.38395706764027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.284006,3.3615522,7.3992887,4.644617,4.609865,11.263226,3.7082188,6.598375,5.93999,4.784701,10.712187,3.3823388,2.1799889,5.9303813,4.4715004
1339,18,31,0.4333333333333334,1536,1.0965200262639527,0.36186770428015563,29,50,857088,0.17667146417795762,190.8511158470376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.864472,4.4459686,8.456655,5.2997985,4.23516,11.814617,4.400984,7.059625,4.276008,4.7782097,5.0652914,1.2819068,1.5763708,5.8055615,5.257123
1238,15,25,0.27777777777777773,786,1.164490861618799,0.3398876404494382,11,1,294750,0.058488616974596154,62.64510692332891,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.843371,5.577676,7.859066,5.950291,6.6729245,9.707763,4.8408446,5.773533,4.5823436,4.8073044,11.7943735,4.0336556,2.0921042,6.0087748,5.0460367
